start_station_id,date,hour,demand_count,datetime_hour,ride_distance_km,ride_duration,is_weekend,is_peak_hour,temperature_2m,precipitation,wind_speed_10m,weather_severity,is_good_biking_weather,has_precipitation,is_comfortable_temp,is_windy,season,traffic_mean,traffic_max,traffic_sum,traffic_count
3000.08,2023-05-11,20,2,2023-05-11 20:00:00,0.6885793840520188,3.676716666666666,0.0,0.0,21.7225,0.0,21.749483,2.1749483,1.0,0.0,1.0,1.0,Spring,197.9375,354.125,395.875,2.0
2832.03,2023-05-22,15,1,2023-05-22 15:00:00,6.133402582668569,29.540133333333333,0.0,0.0,21.422499,0.0,11.4862,1.14862,1.0,0.0,1.0,0.0,Spring,100.1875,222.75,400.75,4.0
2951.05,2023-01-26,17,2,2023-01-26 17:00:00,2.8142962175034363,44.378225,0.0,1.0,7.3225,0.0,32.88635,7.0,0.0,0.0,0.0,1.0,Winter,73.0,73.0,73.0,1.0
2932.03,2023-03-03,5,1,2023-03-03 05:00:00,0.7223011568781377,3.1972333333333336,0.0,0.0,2.5725,0.0,20.056877,6.0056877,0.0,0.0,0.0,1.0,Spring,15.1875,27.125,30.375,2.0
2733.03,2023-05-22,15,1,2023-05-22 15:00:00,7.303024303471511,39.32376666666666,0.0,0.0,21.422499,0.0,11.4862,1.14862,1.0,0.0,1.0,0.0,Spring,100.1875,222.75,400.75,4.0
2821.05,2023-05-17,18,1,2023-05-17 18:00:00,0.5579875854515457,5.058833333333333,0.0,1.0,17.322498,0.0,23.828083,2.3828083,1.0,0.0,1.0,1.0,Spring,63.625,98.75,254.5,4.0
2733.03,2023-05-24,18,1,2023-05-24 18:00:00,5.598355866837585,32.26103333333334,0.0,1.0,21.672499,0.0,15.844089,1.5844089,1.0,0.0,1.0,1.0,Spring,103.5,234.0,310.5,3.0
2923.01,2023-09-20,17,1,2023-09-20 17:00:00,0.90785187738548,12.643366666666669,0.0,1.0,22.4725,0.0,13.70839,1.370839,1.0,0.0,1.0,0.0,Fall,72.875,97.25,291.5,4.0
2883.03,2023-05-13,19,2,2023-05-13 19:00:00,2.221956106012472,12.060441666666666,1.0,1.0,26.822498,0.0,5.991594,4.5991594,0.0,0.0,0.0,0.0,Spring,208.75,352.125,417.5,2.0
2832.03,2023-09-12,18,1,2023-09-12 18:00:00,2.2372282634468994,9.824766666666669,0.0,1.0,27.7225,0.0,7.5942082,4.75942082,0.0,0.0,0.0,0.0,Fall,62.875,75.0,125.75,2.0
2951.05,2023-03-26,19,1,2023-03-26 19:00:00,1.032607952087676,19.374866666666662,1.0,1.0,14.8225,0.0,23.863409,2.3863409,1.0,0.0,1.0,1.0,Spring,53.25,53.25,53.25,1.0
